RNA_hp1:Dividing_cell	RNA_hp1:Endodermis	RNA_hp1:Epidermis	RNA_hp1:Inner_cortex	RNA_hp1:Outer_cortex	RNA_hp1:Pericycle	RNA_hp1:Phloem	RNA_hp1:Pith	RNA_hp1:Procambium	RNA_hp1:Trichome	RNA_hp1:Unknown	RNA_hp1:Vascular_parenchyma	RNA_hp1:Xylem	RNA_hp2:Dividing_cell	RNA_hp2:Endodermis	RNA_hp2:Epidermis	RNA_hp2:Inner_cortex	RNA_hp2:Outer_cortex	RNA_hp2:Pericycle	RNA_hp2:Phloem	RNA_hp2:Pith	RNA_hp2:Procambium	RNA_hp2:Trichome	RNA_hp2:Unknown	RNA_hp2:Vascular_parenchyma	RNA_hp2:Xylem
Glyma.13G316000	9	5	4	2	8	2	9	12	93	6	2	15	78	5	1	2	2	14	0	3	11	91	8	0	24	79
Glyma.13G316100	11	15	13	7	66	27	17	63	56	352	0	47	8	22	13	36	12	50	7	22	69	67	367	1	68	11
Glyma.13G316200	41	37	124	138	484	81	82	721	321	349	11	458	54	85	85	182	208	815	94	93	1401	440	508	51	875	75
Glyma.13G316400	40	13	19	15	71	12	17	42	50	20	11	61	6	50	6	27	24	81	11	17	49	58	18	16	51	8
Glyma.13G316700	3	6	1	12	32	4	12	17	16	11	1	20	4	4	4	12	8	37	6	6	22	24	17	0	17	3
Glyma.13G317250	17	9	28	13	85	9	10	49	31	60	5	24	6	12	11	19	8	79	6	8	42	35	74	11	35	8
Glyma.13G317300	13	18	17	13	62	7	15	58	38	35	10	35	8	16	18	17	14	88	8	12	57	50	60	8	42	4
Glyma.13G317500	3	2	0	2	10	4	5	6	8	3	1	8	0	8	1	5	1	13	3	9	8	9	4	0	2	3
Glyma.13G317600	2	2	138	0	2	3	2	3	2	1	0	4	6	2	1	251	1	12	1	1	6	5	4	0	7	2
Glyma.13G317800	9	8	6	7	16	6	3	15	21	11	0	10	2	19	3	5	1	24	6	4	16	16	10	6	21	0
Glyma.13G318000	8	4	9	9	51	4	4	63	12	9	4	25	5	10	2	8	12	55	2	2	80	14	14	2	23	2
Glyma.13G318100	6	0	0	2	2	2	1	9	19	7	1	11	1	6	2	0	2	2	1	3	8	16	7	3	12	1
Glyma.13G318200	35	15	21	19	77	20	30	63	75	30	10	54	10	73	20	27	29	97	10	24	62	84	37	15	82	11
Glyma.13G318300	15	5	7	8	47	8	9	22	24	17	2	35	1	18	7	8	8	62	8	8	40	27	13	3	34	7
Glyma.13G318400	7	3	2	21	52	2	2	21	8	16	2	20	6	3	0	6	17	78	3	5	21	36	23	1	16	5
Glyma.13G318700	11	4	4	6	14	4	3	15	49	5	4	19	24	14	3	10	3	30	1	5	13	69	3	8	17	32
Glyma.13G318800	10	5	3	6	29	6	14	27	26	10	1	20	2	32	5	8	7	45	6	11	18	33	15	1	16	0
Glyma.13G318900	25	6	12	42	237	7	12	150	44	9	12	50	30	26	8	34	43	350	8	15	228	67	23	11	82	31
Glyma.13G319000	29	20	51	20	103	19	30	106	52	201	7	88	14	35	21	53	12	119	20	44	177	46	212	7	128	15
Glyma.13G319300	37	21	15	30	168	15	21	144	58	35	3	113	3	46	18	30	36	197	19	18	170	84	34	2	130	12
Glyma.13G319400	7	14	14	9	119	18	12	52	27	17	5	26	23	8	9	15	14	127	13	11	52	30	18	7	34	23
Glyma.13G319500	20	3	5	4	7	3	4	11	26	17	1	12	0	33	7	2	2	10	4	2	14	23	11	4	20	3
Glyma.13G319600	3	0	3	4	1	0	4	4	6	0	1	21	0	5	1	3	2	3	0	2	14	6	3	0	23	1
Glyma.13G320000	12	3	4	3	19	10	2	16	22	11	0	21	0	28	6	9	10	22	9	4	19	28	5	1	33	3
Glyma.13G320100	28	33	26	30	152	14	19	100	96	31	4	72	31	31	25	31	35	167	18	28	92	75	37	11	96	28
Glyma.13G320200	48	31	72	80	272	30	53	199	193	127	24	222	26	69	52	96	84	357	48	48	267	212	130	22	232	45
Glyma.13G320400	6	4	16	12	75	6	15	76	31	21	8	54	2	11	13	20	5	86	14	12	76	36	25	5	42	9
Glyma.13G320500	5	1	6	7	15	2	5	15	10	7	3	5	2	4	2	8	4	14	1	18	13	17	11	1	12	1
Glyma.13G320700	3	4	2	3	19	3	1	13	11	2	2	6	2	3	1	3	4	17	2	3	11	8	8	6	7	2
Glyma.13G320800	2	2	2	2	29	0	1	15	8	2	0	9	7	4	5	9	6	40	2	5	16	11	3	3	15	3
Glyma.13G320900	7	0	3	0	12	2	5	10	9	12	2	10	1	8	1	4	3	8	3	7	12	8	7	1	12	2
Glyma.13G321000	7	1	1	4	24	2	11	11	13	6	2	18	0	6	4	4	4	32	3	9	17	12	6	2	23	2
Glyma.13G321200	6	3	9	7	265	6	6	191	21	6	9	78	1	4	5	12	21	553	8	13	453	14	13	5	226	4
Glyma.13G321300	11	13	93	13	153	10	28	48	59	89	10	55	51	12	13	131	15	179	8	17	48	59	109	16	51	51
Glyma.13G321400	44	44	63	67	261	41	65	187	135	99	19	167	31	85	50	113	63	309	46	69	199	153	99	36	180	32
Glyma.13G321500	10	11	13	25	76	11	8	61	38	32	3	56	5	18	17	28	28	96	10	11	67	46	35	15	74	6
Glyma.13G321600	7	1	0	1	17	2	2	16	9	6	0	12	0	11	4	2	5	14	5	1	10	8	5	7	12	0
Glyma.13G321700	20	9	48	62	194	12	19	104	63	35	68	91	9	32	22	60	173	367	25	33	238	112	36	193	185	10
Glyma.13G322000	6	9	6	12	41	5	13	19	25	22	4	38	4	16	13	7	8	43	12	14	24	32	9	4	31	4
Glyma.13G322200	5	1	5	3	21	5	10	37	9	16	3	12	0	7	6	8	9	22	0	16	39	9	14	5	9	0
Glyma.13G322600	2	1	1	2	12	1	45	37	5	3	3	13	103	3	0	2	2	34	0	10	15	4	3	0	8	163
Glyma.13G322700	1	0	3	3	9	1	3	11	8	8	3	6	11	5	1	7	3	12	2	3	11	15	11	3	8	7
Glyma.13G322800	1	4	1	3	6	1	2	6	6	3	5	6	5	10	2	8	3	11	2	2	9	9	2	4	5	3
Glyma.13G323000	8	5	3	2	24	2	3	11	15	25	3	12	3	7	1	4	3	37	1	6	9	14	22	0	17	0
Glyma.13G323100	2	1	6	33	110	1	3	16	5	5	1	8	0	3	3	19	41	170	3	1	21	0	10	0	8	0
Glyma.13G323200	5	1	7	5	17	2	3	15	13	5	0	7	0	4	0	9	0	21	1	8	16	10	8	0	14	0
Glyma.13G323400	31	50	55	78	272	39	34	174	119	110	10	185	19	30	89	93	117	337	46	52	222	175	127	30	246	35
Glyma.13G323500	20	5	7	17	44	7	36	62	94	13	0	65	1	24	4	12	25	44	20	27	84	130	15	6	74	7
Glyma.13G323600	17	12	21	14	59	18	42	54	64	40	8	42	2	27	20	29	8	57	14	52	41	60	51	18	46	19
Glyma.13G324500	25	21	15	28	103	19	16	61	52	55	6	82	11	29	22	35	19	116	12	34	75	47	61	6	71	9
Glyma.13G324800	12	10	11	7	52	10	11	41	22	77	3	19	17	17	8	25	8	67	1	10	40	34	95	7	32	25
Glyma.13G324900	6	5	7	8	25	3	15	21	39	14	3	22	123	1	4	4	5	27	4	7	23	32	4	0	23	185
Glyma.13G325000	14	22	40	12	158	14	63	57	35	44	10	52	21	21	20	78	14	200	16	80	74	55	46	18	55	34
Glyma.13G325100	16	4	15	16	47	11	12	27	55	10	7	29	52	14	7	14	8	62	10	20	27	74	9	8	35	53
Glyma.13G325200	15	11	78	35	191	16	36	100	115	48	2	165	7	20	28	106	39	254	15	30	102	125	28	8	200	13
Glyma.13G325400	46	31	19	26	127	26	34	136	104	46	10	90	16	35	21	35	26	158	16	36	117	94	68	21	90	11
Glyma.13G325600	2	1	4	1	2	2	2	4	5	26	1	2	1	5	5	1	1	16	2	1	10	5	25	0	8	0
Glyma.13G325700	17	16	6	14	60	14	17	53	63	25	6	41	6	21	15	19	16	90	14	16	47	59	17	5	45	9
Glyma.13G325800	2	1	10	2	10	3	4	2	11	0	0	3	3	5	3	11	1	14	4	5	2	1	5	2	7	15
Glyma.13G325900	186	76	166	189	952	62	124	433	329	386	37	526	116	172	98	233	173	1123	73	121	391	382	341	56	546	187
Glyma.13G326200	42	21	21	35	114	21	19	84	70	51	7	81	8	42	20	45	39	168	16	21	104	93	61	13	71	4
Glyma.13G326400	15	5	15	11	43	4	9	34	14	123	8	35	0	10	10	22	7	76	7	8	65	28	128	14	28	1
Glyma.13G326800	9	13	18	22	107	12	40	84	50	149	3	82	19	16	13	41	19	132	8	52	83	45	244	12	65	25
Glyma.13G326900	22	9	13	14	55	4	23	53	40	32	7	28	3	24	10	24	15	77	10	14	58	43	30	2	49	9
Glyma.13G327000	13	60	95	8	44	9	19	23	70	8	3	37	33	18	34	211	13	46	5	28	51	139	23	2	74	65
Glyma.13G327100	5	7	4	5	21	6	4	22	56	17	3	24	20	3	12	9	9	33	4	7	13	149	9	2	25	83
Glyma.13G327500	1	0	3	1	18	0	2	12	2	8	0	1	0	1	0	1	0	22	1	0	14	3	9	1	1	0
Glyma.13G327951	20	8	10	17	69	16	49	85	216	18	15	68	91	27	9	7	5	55	15	41	93	221	33	10	95	129
Glyma.13G328100	19	16	8	27	99	21	17	56	46	31	8	48	11	25	28	28	16	118	13	12	55	67	49	4	61	6
Glyma.13G328200	6	6	6	6	58	4	5	34	33	7	10	36	9	6	4	6	7	67	4	11	30	35	16	15	37	18
Glyma.13G328300	10	4	8	7	31	7	10	19	14	8	7	19	5	25	4	9	8	25	2	14	21	23	11	7	14	4
Glyma.13G328600	2	4	0	2	16	1	5	10	13	11	1	14	4	14	2	7	2	20	7	12	16	14	5	2	12	1
Glyma.13G329000	7	4	2	10	12	8	19	17	31	5	4	136	0	7	8	2	12	7	9	36	16	27	6	2	158	2
Glyma.13G329100	24	14	23	26	103	22	35	78	93	61	7	81	33	34	20	35	33	118	14	48	104	114	50	8	112	29
Glyma.13G329300	2	1	1	1	6	3	5	5	6	3	2	10	1	3	1	1	3	11	0	5	3	7	4	1	2	2
Glyma.13G329600	124	105	91	119	546	110	114	411	374	160	32	515	116	159	149	110	168	585	131	195	521	553	246	51	634	123
Glyma.13G329700	54	148	21	108	416	83	104	406	168	329	11	430	34	71	276	26	126	723	200	111	562	218	587	16	589	28
Glyma.13G330000	11	1	0	2	7	2	3	10	15	4	0	11	0	10	2	0	5	17	2	6	7	13	1	3	10	0
Glyma.13G330100	7	7	16	4	47	7	13	43	23	19	3	29	6	7	12	15	5	64	4	17	44	18	18	6	33	2
Glyma.13G330200	3	9	18	2	67	3	8	18	26	17	17	24	6	6	11	46	2	70	3	19	22	24	12	34	22	1
Glyma.13G330400	38	24	380	51	2400	28	50	643	71	47	18	234	4	30	24	588	55	3012	43	42	556	69	81	50	282	33
Glyma.13G330500	41	30	20	41	183	31	35	116	67	70	10	106	11	31	41	24	51	153	28	32	113	68	83	14	105	7
Glyma.13G330600	114	21	29	42	126	9	73	103	306	20	18	114	17	175	22	30	55	160	11	95	111	322	19	25	154	23
Glyma.13G331000	1	0	2	0	2	2	1	31	10	0	0	2	1	3	4	2	1	6	0	3	82	16	0	0	6	0
Glyma.13G331400	48	40	37	76	254	43	63	196	197	85	5	192	7	79	51	65	85	340	53	64	238	241	111	37	320	15
Glyma.13G331500	3	1	2	1	11	2	3	6	27	3	0	29	4	4	1	9	0	16	0	4	14	27	5	0	20	1
Glyma.13G331600	5	1	62	8	14	0	3	8	6	8	0	12	1	1	5	180	2	19	2	7	10	19	5	0	18	0
Glyma.13G331900	15	1	1	6	21	3	4	13	18	7	0	10	5	20	1	1	8	21	2	2	5	19	2	0	16	1
Glyma.13G332300	17	22	12	18	71	13	13	55	38	33	2	55	5	25	21	26	34	92	16	16	66	60	52	3	57	5
Glyma.13G332500	5	1	0	4	16	2	3	13	11	8	2	5	0	7	1	5	1	13	4	1	14	12	4	1	7	1
Glyma.13G332700	22	4	4	7	42	4	6	22	37	12	9	27	2	32	3	9	15	34	7	15	32	28	13	5	34	3
Glyma.13G333100	3	6	2	0	25	0	1	5	5	22	0	2	1	2	1	2	1	17	0	2	4	1	16	0	5	1
Glyma.13G333200	50	144	30	49	136	402	86	536	49	150	7	200	14	72	149	30	46	104	339	72	527	49	109	11	182	7
Glyma.13G333300	12	21	4	65	90	12	8	61	40	15	4	68	1	9	43	21	51	97	19	7	66	41	23	13	37	3
Glyma.13G333500	14	25	17	24	130	25	17	95	49	51	6	68	8	18	32	28	22	156	11	32	101	62	67	16	74	12
Glyma.13G333700	5	0	1	3	12	2	3	7	11	0	2	12	0	5	3	0	5	10	2	5	9	11	4	0	17	1
Glyma.13G333800	39	2	5	5	30	4	4	19	15	4	3	14	2	54	4	8	6	22	3	18	16	19	17	3	14	5
Glyma.13G333900	29	2	1	1	5	4	2	9	4	5	1	4	0	49	2	1	3	5	3	8	2	10	6	1	9	0
Glyma.13G334200	68	57	80	65	268	41	86	200	270	99	17	212	32	84	65	101	76	312	60	96	233	276	78	31	242	43
Glyma.13G334300	26	2	3	5	18	6	4	11	4	9	1	10	2	48	2	1	5	12	4	11	14	10	6	3	11	1
Glyma.13G334500	10	9	10	8	49	7	9	23	70	16	2	22	189	13	3	10	12	54	7	20	26	71	18	6	41	261
Glyma.13G334700	7	5	6	7	27	4	5	24	28	26	1	18	6	4	4	17	5	53	8	5	31	15	29	4	35	1
Glyma.13G334800	7	3	7	12	48	11	13	43	37	29	8	31	7	11	9	9	7	50	12	19	36	50	37	6	41	15
Glyma.13G335000	20	7	5	9	50	4	21	23	26	16	5	20	0	18	10	9	16	57	6	10	31	30	23	1	26	0
Glyma.13G335100	1	3	2	1	18	0	8	4	5	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma.13G335200	4	1	1	0	6	9	27	1	3	3	0	36	0	8	1	0	0	10	13	16	3	8	5	2	37	0
Glyma.13G335300	11	6	26	14	107	14	24	55	61	19	3	39	16	15	8	25	26	136	2	28	54	62	20	2	57	25
Glyma.13G335700	3	7	6	5	24	5	3	28	14	31	2	13	5	4	6	6	3	37	2	4	35	9	40	4	17	2
Glyma.13G336100	6	4	8	10	57	7	14	40	25	10	14	28	6	8	7	11	9	64	9	21	40	24	30	16	25	12
Glyma.13G336200	30	16	29	29	136	22	28	92	67	39	16	110	16	41	15	43	29	163	18	49	102	73	40	27	113	17
Glyma.13G336300	12	12	86	37	413	15	26	108	165	51	34	121	17	23	30	149	66	464	19	23	144	198	62	80	200	10
Glyma.13G336600	19	4	5	4	28	6	14	30	146	12	8	31	5	13	9	23	11	68	4	27	31	215	13	19	49	26
Glyma.13G336800	3	0	10	5	113	1	1	48	8	8	1	19	0	2	3	7	8	123	2	3	50	13	16	2	31	0
Glyma.13G337400	11	49	35	24	62	25	7	76	31	68	4	37	3	12	58	73	15	79	27	10	71	31	99	2	48	4
Glyma.13G337600	8	67	39	29	103	67	33	94	67	52	7	120	3	27	77	42	22	130	59	43	94	69	75	12	129	3
Glyma.13G337700	17	8	12	11	60	5	8	35	32	32	1	47	4	13	10	22	9	77	9	13	47	33	13	9	52	3
Glyma.13G337900	28	27	25	14	88	6	23	34	45	6	17	92	4	24	26	50	32	142	7	30	32	81	9	28	123	5
Glyma.13G338400	20	18	30	24	102	15	28	83	53	103	2	79	10	12	30	48	22	109	17	22	93	88	115	13	109	19
Glyma.13G338500	2	1	1	1	6	1	2	4	8	10	0	15	1	1	3	4	0	9	3	1	6	6	11	0	12	0
Glyma.13G338600	10	3	4	5	12	2	2	16	13	6	0	16	3	11	2	5	10	25	1	7	21	11	15	3	17	1
Glyma.13G338700	7	0	2	2	7	0	4	5	11	4	0	10	1	13	1	3	0	14	2	5	10	19	2	4	3	0
Glyma.13G339000	14	9	4	8	24	3	8	23	17	13	2	19	3	9	7	10	8	29	5	12	32	28	19	1	25	7
Glyma.13G339200	10	10	10	13	80	13	11	53	46	26	4	51	17	15	10	22	27	82	13	24	56	60	27	7	51	13
Glyma.13G339300	8	1	4	8	35	3	7	17	14	7	4	14	3	8	4	11	3	35	4	10	18	9	9	3	18	0
Glyma.13G339500	4	10	5	5	26	5	2	15	7	7	0	13	15	4	7	3	5	37	4	2	23	11	13	1	23	14
Glyma.13G339800	3	0	3	5	29	16	49	55	17	15	0	43	3	4	4	5	5	28	18	49	83	13	15	1	40	2
Glyma.13G340100	19	0	2	3	16	4	18	13	19	6	1	17	2	22	1	1	3	17	5	24	14	18	8	3	27	3
Glyma.13G340200	10	1	9	4	31	2	6	24	19	5	5	23	1	9	3	4	6	43	0	14	24	25	12	5	29	5
Glyma.13G340300	39	31	52	74	258	55	40	163	107	111	14	193	14	35	37	73	80	347	32	33	147	98	125	9	178	7
Glyma.13G340700	11	2	14	3	59	4	4	25	29	19	1	13	3	13	2	24	10	92	5	2	27	20	33	1	29	1
Glyma.13G340900	8	13	8	20	92	10	19	48	49	163	5	55	4	25	22	25	22	122	19	29	63	56	199	19	58	10
Glyma.13G341100	56	30	91	280	1142	32	87	565	426	49	38	876	20	88	49	127	440	1505	67	107	700	568	87	78	1028	28
Glyma.13G341200	2	7	1	10	33	0	6	25	21	3	4	24	0	8	3	8	13	51	2	5	30	21	8	5	38	1
Glyma.13G341500	13	7	11	25	137	21	19	79	18	10	8	56	0	22	5	39	51	207	20	15	84	35	22	10	84	0
Glyma.13G341600	15	11	16	17	50	11	13	39	32	17	5	43	3	18	11	9	16	54	12	11	53	43	19	0	51	4
Glyma.13G341700	27	15	37	69	277	24	28	216	125	25	5	205	8	37	18	66	104	327	25	45	241	157	34	13	219	12
Glyma.13G341900	4	6	7	3	28	12	6	27	24	17	3	23	3	4	14	5	4	44	4	14	26	20	14	3	28	3
Glyma.13G342400	31	19	13	22	93	16	17	98	52	40	4	57	7	17	21	32	20	123	11	22	76	60	48	14	73	8
Glyma.13G342500	5	1	8	4	27	4	10	19	9	11	3	16	3	6	7	4	5	28	5	8	25	11	10	3	11	1
Glyma.13G342800	23	9	8	6	42	4	9	32	45	13	6	39	11	28	4	19	8	59	10	19	50	64	16	10	34	7
Glyma.13G342900	25	12	22	12	67	20	13	71	65	27	3	52	5	36	34	21	17	114	12	19	74	74	35	11	63	4
Glyma.13G343300	14	14	7	9	67	8	22	50	40	31	3	39	9	14	13	22	13	68	17	34	58	63	34	7	51	4
Glyma.13G343500	30	55	15	42	163	33	30	134	93	89	15	134	9	20	61	28	39	185	42	31	133	118	86	17	131	13
Glyma.13G343600	30	34	21	40	127	31	21	98	108	65	5	110	8	40	53	29	31	165	35	25	130	123	124	14	159	12
Glyma.13G343700	1	0	3	2	15	0	4	7	6	2	2	5	6	4	2	1	2	21	1	1	10	12	3	3	13	1
Glyma.13G343900	18	25	31	22	174	26	23	138	49	130	12	79	11	13	26	42	34	211	22	23	135	84	126	14	107	9
Glyma.13G344100	7	7	7	8	41	8	9	29	24	15	3	18	1	10	6	4	6	49	5	14	36	18	22	6	23	3
Glyma.13G344200	20	12	20	15	83	10	23	38	74	40	19	57	9	42	25	40	25	103	14	27	51	79	32	19	74	12
Glyma.13G344300	4	0	0	2	8	3	3	7	18	6	1	5	1	2	0	6	2	10	2	2	9	21	3	1	13	2
Glyma.13G344500	26	26	22	19	67	12	20	42	62	102	7	59	38	40	35	42	13	75	21	21	43	59	112	6	57	60
Glyma.13G344700	28	17	67	50	315	19	17	145	55	41	10	131	9	19	21	96	65	389	24	25	118	73	38	16	144	2
Glyma.13G345000	4	2	5	5	29	2	1	7	12	5	1	13	1	11	2	18	3	36	1	5	17	6	16	2	10	0
Glyma.13G345200	9	9	0	20	41	11	10	35	22	14	2	17	2	9	7	2	6	51	9	7	46	28	10	3	27	4
Glyma.13G345300	15	8	7	12	64	6	12	36	44	31	8	27	13	23	16	16	14	77	7	18	59	54	21	3	43	10
Glyma.13G345400	3	0	5	11	44	4	7	18	10	6	1	12	5	10	0	12	7	54	2	13	23	18	6	4	18	4
Glyma.13G345500	11	8	16	14	86	13	16	98	33	19	6	27	8	11	9	31	16	132	10	22	141	30	15	8	74	14
Glyma.13G345600	20	7	11	10	38	10	20	13	31	17	3	30	6	41	7	13	11	68	7	13	28	53	20	14	34	7
Glyma.13G346000	24	27	34	35	168	34	48	122	60	91	9	99	10	27	48	55	47	227	35	38	114	78	112	8	103	20
Glyma.13G346200	7	3	4	7	36	4	7	26	25	9	2	24	8	3	7	4	6	37	2	7	36	36	11	6	32	1
Glyma.13G346300	12	9	9	17	58	16	11	43	33	22	3	45	4	20	18	18	17	75	17	20	46	49	37	3	41	4
Glyma.13G346400	30	51	37	66	210	43	39	164	135	92	18	201	13	49	55	37	65	246	55	39	178	141	102	37	203	15
Glyma.13G346500	13	4	4	4	39	7	9	39	34	10	2	31	6	13	11	8	5	42	6	8	31	64	27	5	45	3
Glyma.13G346900	25	19	20	28	91	14	22	88	79	49	4	72	10	40	22	42	24	127	21	24	77	79	61	13	75	10
Glyma.13G347000	10	29	12	17	49	16	6	42	52	20	2	37	16	8	39	22	17	82	8	4	58	58	50	4	44	23
Glyma.13G347100	5	0	1	3	11	2	6	10	12	4	1	6	2	8	0	6	2	19	4	10	8	9	4	7	10	0
Glyma.13G347400	1	4	1	5	15	4	3	19	8	11	3	7	2	3	2	7	6	15	4	5	14	7	6	2	9	0
Glyma.13G347700	600	989	1099	1800	6899	881	758	2403	1390	1760	281	3573	156	768	1262	2030	2349	9423	1072	672	2540	1715	1823	338	4228	280
Glyma.13G347800	45	61	85	161	1034	40	50	122	179	78	31	652	10	52	49	193	264	1636	41	89	180	260	57	25	705	38
Glyma.13G347900	13	1	2	11	41	4	15	23	32	15	3	27	2	16	7	6	6	37	7	8	29	31	7	7	33	5
Glyma.13G348000	1	3	2	1	11	1	3	5	15	6	0	4	1	1	0	4	2	9	0	3	7	17	3	1	9	2
Glyma.13G348100	14	2	11	4	41	6	14	43	27	29	3	19	7	13	6	13	9	57	3	11	59	31	33	5	37	6
Glyma.13G348200	22	27	36	55	292	39	48	193	169	137	15	187	16	33	32	69	56	296	39	70	215	168	172	33	175	23
Glyma.13G348300	15	9	14	11	52	6	12	39	37	21	2	44	2	16	8	19	17	49	9	10	42	32	28	2	53	4
Glyma.13G348400	27	2	0	1	8	2	3	5	10	2	2	4	0	47	2	0	1	8	1	6	4	15	0	3	7	1
Glyma.13G348700	1	1	1	2	8	1	2	10	35	2	4	2	3	2	1	1	2	9	0	4	5	57	2	3	8	10
Glyma.13G349100	8	5	8	11	64	7	11	37	28	4	5	28	3	12	7	11	20	70	5	7	43	35	16	7	53	1
Glyma.13G349200	37	29	35	51	265	33	39	189	79	158	15	152	23	27	44	53	62	272	49	38	208	112	184	18	142	9
Glyma.13G349500	3	1	4	7	28	4	5	27	14	10	0	23	1	4	2	7	1	42	5	3	16	14	11	0	24	4
Glyma.13G349600	14	7	4	9	44	6	5	35	24	29	2	36	14	12	8	7	12	52	9	8	23	53	26	4	28	11
Glyma.13G349900	15	11	37	19	129	11	27	67	48	28	16	65	9	20	8	31	16	103	11	24	55	47	30	20	71	24
Glyma.13G350000	2	0	12	3	32	1	2	4	2	1	1	4	0	1	0	10	2	63	0	2	7	2	0	0	6	0
Glyma.13G350500	9	3	0	1	6	2	2	3	8	8	1	5	0	8	5	2	4	6	2	2	4	8	4	3	7	2
Glyma.13G350600	8	1	8	7	14	1	7	14	10	5	2	8	5	3	2	14	7	27	1	25	10	16	7	4	19	1
Glyma.13G350700	81	24	91	199	556	26	59	247	249	31	9	248	20	107	39	141	272	691	29	77	265	284	19	37	283	22
Glyma.13G350800	6	1	6	6	32	1	4	18	7	13	2	17	4	4	4	7	4	30	4	8	30	15	21	3	16	0
Glyma.13G351200	16	12	27	29	94	9	29	73	53	30	18	86	6	23	21	53	25	112	12	28	80	60	35	17	97	13
Glyma.13G351300	4	5	3	6	19	3	3	21	8	10	0	5	0	5	7	8	5	30	3	3	34	8	5	5	14	3
Glyma.13G351450	6	5	4	13	45	4	4	42	15	13	0	14	5	3	7	5	9	50	4	14	42	11	15	2	26	6
Glyma.13G351500	4	3	1	3	18	4	0	23	4	6	0	11	4	4	2	3	7	29	1	7	19	8	10	0	12	7
Glyma.13G351800	25	30	20	22	90	26	24	109	67	52	9	68	15	29	31	24	36	163	23	39	112	71	70	8	92	18
Glyma.13G352000	15	15	29	12	143	12	11	105	28	44	8	62	1	9	19	43	26	174	14	26	114	45	54	6	83	10
Glyma.13G352100	7	2	12	8	47	3	11	28	30	10	5	15	0	31	12	18	7	42	6	10	33	28	24	5	29	5
Glyma.13G352200	21	25	24	27	223	18	19	95	54	91	17	97	17	22	46	63	43	256	22	38	187	66	173	16	125	13
Glyma.13G352400	3	5	6	3	20	6	3	28	8	16	3	19	2	8	3	7	0	36	6	16	29	8	22	4	18	6
Glyma.13G352500	8	0	4	7	20	5	5	15	30	7	3	26	1	17	5	7	12	20	1	9	10	35	7	5	23	5
Glyma.13G352900	3	3	190	1	21	1	6	5	3	53	0	11	1	1	5	415	6	47	4	9	18	10	21	1	8	1
Glyma.13G353200	11	18	40	16	104	31	47	150	36	50	9	98	5	10	14	53	14	136	17	61	118	30	46	9	87	7
Glyma.13G354100	23	4	6	9	42	5	23	334	87	9	1	233	10	27	7	11	9	36	10	27	369	104	28	11	290	5
Glyma.13G354300	10	2	3	4	15	1	7	13	19	3	4	7	3	10	3	8	0	14	1	7	11	22	2	5	13	2
Glyma.13G354600	8	1	2	5	10	1	12	25	16	7	0	6	0	21	0	10	4	5	1	3	33	20	6	3	10	0
Glyma.13G354800	4	10	7	7	52	6	6	45	41	51	3	18	13	5	16	14	8	63	12	12	52	40	58	7	40	11
Glyma.13G354900	44	42	60	41	194	56	59	196	122	133	19	185	16	42	52	83	43	209	71	64	211	131	163	13	227	25
Glyma.13G355000	4	0	1	2	9	2	1	6	3	49	2	9	1	10	3	2	1	0	1	1	2	2	61	0	9	1
Glyma.13G355100	1	1	0	2	4	1	5	1	4	2	1	17	0	1	2	2	1	3	2	4	8	10	3	2	26	0
Glyma.13G355300	10	3	5	5	24	4	10	18	11	7	1	13	3	9	6	11	4	29	5	9	25	12	21	1	26	5
Glyma.13G355400	22	14	20	16	81	13	16	51	46	27	5	53	9	31	16	19	22	87	10	19	63	63	36	7	54	3
Glyma.13G355600	1	0	24	0	6	0	2	13	5	1	0	13	1	1	0	28	1	7	0	7	30	2	4	3	29	0
Glyma.13G355900	5	6	9	17	20	4	10	36	19	17	2	28	0	18	11	11	13	47	10	1	41	22	26	1	32	2
Glyma.13G356000	1	0	1	16	13	0	3	18	13	1	0	10	2	7	2	3	15	18	1	2	24	12	3	0	9	0
Glyma.13G356200	5	2	3	3	19	0	6	13	19	6	1	19	4	5	1	4	6	34	3	5	28	19	9	3	12	0
Glyma.13G356500	10	1	1	3	11	1	3	7	9	2	1	4	6	8	1	2	5	12	2	4	9	20	1	1	11	1
Glyma.13G356600	13	7	1	5	37	5	10	52	28	6	2	44	1	17	2	3	2	24	3	10	45	36	10	5	36	9
Glyma.13G356700	5	10	7	7	24	5	10	20	20	11	3	25	4	12	3	8	4	45	2	5	20	10	8	4	29	2
Glyma.13G356900	52	30	29	53	187	31	34	140	177	37	19	141	49	47	34	43	66	245	25	52	175	187	38	44	201	41
Glyma.13G357300	7	6	15	25	151	9	16	48	25	15	8	58	8	5	2	21	25	157	8	25	37	23	23	6	50	13
Glyma.13G357400	2	10	2	5	8	17	7	1	8	16	1	13	0	1	12	1	1	9	8	16	4	4	11	1	3	0
Glyma.13G357632	3	1	4	1	16	0	2	7	0	3	0	18	1	0	1	6	1	27	2	0	5	1	4	2	14	1
Glyma.13G357700	25	14	32	28	202	12	15	130	92	39	13	125	5	26	23	55	33	221	17	15	132	106	41	17	132	2
Glyma.13G357800	134	46	116	37	172	24	41	481	665	88	24	443	36	145	71	190	43	220	36	59	644	813	95	66	788	44
