RNA_en1:Cortex_Epidermis	RNA_en1:Endodermis	RNA_en1:Nodule_infected_cell	RNA_en1:Nodule_meritem	RNA_en1:Nodule_uninfected_cell	RNA_en1:Pericycle	RNA_en1:Phloem	RNA_en1:Procambium	RNA_en1:Xylem	RNA_en2:Cortex_Epidermis	RNA_en2:Endodermis	RNA_en2:Nodule_infected_cell	RNA_en2:Nodule_meritem	RNA_en2:Nodule_uninfected_cell	RNA_en2:Pericycle	RNA_en2:Phloem	RNA_en2:Procambium	RNA_en2:Xylem
Glyma.05G005000	36	2	3	2	3	3	2	3	0	0	0	0	0	0	0	0	0	0
Glyma.05G005100	42	0	1	1	2	6	0	4	0	0	0	0	0	0	0	0	0	0
Glyma.05G005200	42	1	3	2	2	11	4	16	0	35	2	2	0	4	6	3	22	1
Glyma.05G005300	92	4	12	3	14	5	2	28	1	68	2	8	1	9	1	1	7	3
Glyma.05G005500	355	7	45	9	56	24	9	40	5	260	4	33	7	34	11	1	40	1
Glyma.05G005600	129	5	23	7	20	8	5	27	1	106	1	18	3	22	3	2	16	1
Glyma.05G005900	50	0	6	0	8	3	0	10	0	38	1	5	2	2	3	0	10	0
Glyma.05G006000	338	5	46	9	26	22	17	53	2	291	4	28	4	19	8	4	47	5
Glyma.05G006200	47	0	3	1	15	2	1	6	0	33	0	8	1	12	0	1	3	0
Glyma.05G006300	176	3	16	8	24	17	5	42	3	146	4	9	1	18	8	2	39	1
Glyma.05G006600	174	0	4	5	5	5	5	25	0	141	0	2	1	8	8	1	19	2
Glyma.05G006700	503	6	52	16	59	29	17	98	6	419	5	51	17	49	17	4	80	2
Glyma.05G006800	44	4	3	3	5	3	1	10	7	37	1	1	2	6	1	1	8	2
Glyma.05G007200	41	1	3	3	3	3	0	5	2	24	0	4	1	6	0	0	4	0
Glyma.05G007600	25	1	1	0	4	3	6	5	0	0	0	0	0	0	0	0	0	0
Glyma.05G008000	50	2	9	2	7	1	1	7	0	34	0	5	0	7	5	1	3	3
Glyma.05G008100	78	0	11	2	8	6	3	17	0	57	1	10	0	13	2	5	11	0
Glyma.05G009200	174	0	33	8	53	7	5	15	1	107	2	24	4	44	0	0	13	0
Glyma.05G009400	33	0	2	1	7	1	2	6	1	34	0	1	1	7	2	0	6	0
Glyma.05G009500	114	0	25	6	16	5	3	20	2	108	3	15	4	20	5	3	27	1
Glyma.05G009700	235	2	21	6	32	15	7	40	1	187	3	25	2	25	9	2	40	1
Glyma.05G010000	39	0	4	0	5	6	1	10	1	43	0	8	0	6	0	0	13	3
Glyma.05G010100	43	0	1	0	4	2	1	6	1	34	1	1	0	1	1	0	9	1
Glyma.05G010200	245	3	39	20	43	5	1	12	0	209	1	31	18	50	3	0	6	0
Glyma.05G010500	222	3	33	16	28	8	5	30	0	199	1	22	12	23	7	0	23	2
Glyma.05G010600	79	2	6	3	7	4	1	6	1	39	0	17	0	4	1	0	4	1
Glyma.05G010700	69	1	3	0	5	1	4	16	0	61	0	5	1	3	3	0	8	2
Glyma.05G010900	390	7	48	17	29	21	9	85	4	327	4	21	10	32	17	5	81	7
Glyma.05G011100	30	1	7	6	4	1	1	6	0	0	0	0	0	0	0	0	0	0
Glyma.05G011400	97	1	11	4	10	8	1	18	0	81	1	10	3	12	6	1	15	0
Glyma.05G011600	124	1	48	7	26	4	4	24	1	93	3	59	7	32	3	1	18	0
Glyma.05G011700	57	0	9	6	9	2	4	10	0	50	0	12	1	4	1	0	16	0
Glyma.05G012300	309	2	43	5	61	18	9	69	4	286	2	35	4	57	6	2	46	3
Glyma.05G012400	573	6	69	15	65	28	8	97	3	492	4	58	9	56	17	5	77	7
Glyma.05G012500	286	4	32	9	30	20	9	53	4	219	3	33	7	28	14	3	52	2
Glyma.05G012600	63	0	21	20	2	4	0	5	1	29	0	24	26	5	0	1	4	1
Glyma.05G012700	133	1	26	11	24	12	1	18	0	74	1	13	3	16	4	0	20	2
Glyma.05G012850	240	2	51	15	62	17	14	47	5	206	3	42	10	75	8	2	27	1
Glyma.05G013200	616	13	59	26	92	27	16	98	5	502	14	48	11	82	18	7	89	3
Glyma.05G013400	918	7	111	29	94	74	22	153	47	782	7	71	11	69	46	10	140	31
Glyma.05G013500	118	1	18	1	18	4	3	21	2	126	0	24	2	8	3	0	20	2
Glyma.05G013700	32	0	2	0	4	5	2	6	0	37	0	4	0	1	11	0	8	0
Glyma.05G014000	32	1	2	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0
Glyma.05G014200	97	0	22	6	6	13	8	13	1	106	0	12	5	19	2	1	12	2
Glyma.05G014400	103	1	11	3	10	7	4	11	1	66	0	12	0	11	3	0	13	0
Glyma.05G014800	85	0	16	4	14	5	2	21	0	94	3	3	3	14	2	1	8	2
Glyma.05G014900	32	0	14	13	1	3	1	4	0	20	1	15	5	2	1	0	9	0
Glyma.05G015100	373	11	38	19	40	18	4	54	5	301	2	36	6	42	5	1	42	2
Glyma.05G015200	569	10	57	24	88	28	12	92	9	512	11	57	5	68	20	7	101	6
Glyma.05G015400	257	1	21	11	41	11	10	37	0	246	7	25	4	44	7	7	30	1
Glyma.05G015700	29	0	2	1	4	1	0	13	0	0	0	0	0	0	0	0	0	0
Glyma.05G016100	181	1	20	7	21	12	3	32	2	117	3	14	1	10	4	0	28	0
Glyma.05G016300	28	0	8	4	3	0	1	4	0	0	0	0	0	0	0	0	0	0
Glyma.05G016400	215	3	29	9	25	11	9	39	2	172	4	26	5	18	3	3	35	0
Glyma.05G016600	44	1	7	5	7	2	2	13	0	24	0	6	0	5	0	0	2	0
Glyma.05G016700	142	2	16	5	25	6	4	28	0	131	3	7	4	28	8	1	33	2
Glyma.05G016900	99	0	7	3	10	6	3	29	1	81	2	2	0	7	2	1	13	1
Glyma.05G017500	26	1	5	3	2	1	1	5	2	0	0	0	0	0	0	0	0	0
Glyma.05G017700	50	2	11	3	8	1	1	7	0	45	1	10	5	6	0	0	9	0
Glyma.05G017800	169	3	50	7	36	9	12	30	1	168	4	52	2	32	4	4	22	3
Glyma.05G017900	503	9	78	27	117	21	15	62	3	389	2	75	14	107	13	2	50	5
Glyma.05G018000	137	2	21	3	15	8	3	16	1	119	4	13	3	12	5	0	17	2
Glyma.05G018200	85	0	22	8	18	4	3	14	1	79	0	30	6	12	2	0	20	0
Glyma.05G018300	178	3	10	8	15	23	9	48	3	122	2	6	3	11	8	3	28	1
Glyma.05G019000	38	0	15	4	2	0	3	3	0	39	1	7	3	12	2	2	7	0
Glyma.05G019400	131	1	36	6	41	5	1	10	0	125	1	29	6	54	1	1	12	0
Glyma.05G019500	76	0	4	3	18	2	0	8	0	62	2	13	0	9	4	0	11	0
Glyma.05G019700	124	1	12	6	18	4	2	13	2	99	3	11	4	16	7	4	17	1
Glyma.05G020100	38	0	9	3	5	1	2	4	0	32	0	7	5	3	1	0	7	0
Glyma.05G020200	218	0	19	6	38	13	7	57	3	180	3	29	9	37	7	2	44	4
Glyma.05G020300	121	0	20	6	16	6	5	18	1	128	0	19	3	10	5	2	13	1
Glyma.05G020500	29	3	8	1	3	2	1	5	2	33	0	5	1	6	1	1	7	3
Glyma.05G020600	155	1	45	9	50	9	4	16	0	131	2	38	3	61	1	2	11	0
Glyma.05G020900	297	1	44	14	46	16	10	36	0	214	4	47	7	40	9	2	25	0
Glyma.05G021300	196	4	17	6	21	3	3	25	0	171	0	19	1	25	6	2	27	3
Glyma.05G021400	131	2	20	2	18	2	5	17	0	101	4	8	4	21	2	2	7	4
Glyma.05G021500	295	1	20	42	51	10	6	50	1	261	1	6	29	71	5	2	48	5
Glyma.05G021700	124	2	2	2	5	11	6	21	1	94	2	3	0	6	5	1	14	2
Glyma.05G022200	127	3	119	3	38	7	4	20	1	102	2	94	1	28	2	0	17	0
Glyma.05G022300	273	5	35	9	45	11	11	51	2	218	3	40	9	52	5	5	46	0
Glyma.05G022400	50	0	12	2	8	7	2	13	0	53	1	9	0	7	1	1	12	1
Glyma.05G022500	165	3	22	7	12	10	7	32	1	138	1	8	4	9	9	2	27	3
Glyma.05G022800	42	0	5	1	3	2	2	8	2	31	2	3	0	3	1	1	3	1
Glyma.05G023000	85	2	12	2	16	8	3	20	0	82	2	16	2	10	3	4	10	1
Glyma.05G023100	58	0	6	4	9	5	0	6	1	52	1	2	6	8	1	1	2	0
Glyma.05G023200	28	6	2	1	4	3	1	7	10	25	9	2	4	2	3	1	3	6
Glyma.05G023300	166	4	21	7	20	5	3	37	5	104	2	7	6	28	4	2	27	1
Glyma.05G023700	149	5	4	14	20	9	6	38	1	102	1	4	7	24	2	2	32	1
Glyma.05G023800	226	4	17	7	16	9	6	34	2	199	2	9	1	14	6	2	29	0
Glyma.05G023900	27	0	4	3	1	16	4	14	0	24	0	4	0	3	7	0	18	0
Glyma.05G024200	250	5	36	9	19	18	13	41	0	217	4	24	6	36	11	3	26	3
Glyma.05G024300	24	1	3	1	4	0	2	4	1	0	0	0	0	0	0	0	0	0
Glyma.05G024500	377	8	33	16	46	18	8	59	6	299	11	36	15	41	8	2	55	5
Glyma.05G024700	60	2	11	2	2	1	2	5	2	38	0	4	1	1	2	0	4	0
Glyma.05G024800	51	1	13	4	5	1	4	11	0	30	0	11	1	7	0	0	7	0
Glyma.05G025000	207	1	9	7	30	12	2	34	3	139	2	14	2	21	3	1	22	4
Glyma.05G025100	98	0	16	2	16	6	5	12	1	78	2	9	2	10	4	2	22	0
Glyma.05G025200	61	0	4	3	4	4	1	6	1	34	0	2	0	2	2	0	8	1
Glyma.05G025300	100	1	13	5	12	15	5	22	1	102	0	16	0	11	6	0	14	1
Glyma.05G025900	96	2	13	2	4	3	6	27	1	90	0	6	0	3	2	4	34	1
Glyma.05G026200	78	0	13	4	9	3	3	11	3	57	1	10	2	10	2	2	7	0
Glyma.05G026300	61	2	11	2	8	2	2	16	0	41	1	8	1	11	2	1	6	0
Glyma.05G026600	38	0	3	2	2	3	3	1	0	0	0	0	0	0	0	0	0	0
Glyma.05G027100	35	0	3	2	3	3	0	5	0	0	0	0	0	0	0	0	0	0
Glyma.05G027250	21	0	8	1	5	0	0	3	0	0	0	0	0	0	0	0	0	0
Glyma.05G027300	76	0	13	2	6	5	2	11	0	46	0	8	1	8	1	0	10	0
Glyma.05G027600	110	3	12	1	8	9	2	35	1	77	6	7	1	7	2	1	19	2
Glyma.05G027700	51	3	17	10	10	4	2	7	3	42	0	7	2	7	0	0	9	1
Glyma.05G027800	94	0	22	4	19	9	2	9	0	94	1	14	4	15	7	1	11	1
Glyma.05G028000	340	6	64	13	35	23	16	56	2	280	2	41	6	32	11	0	41	7
Glyma.05G028500	38	2	5	4	5	1	2	6	1	33	2	6	3	3	1	1	7	2
Glyma.05G028600	101	4	16	16	21	8	2	17	0	98	0	13	3	31	1	1	15	3
Glyma.05G028700	39	1	6	4	5	0	2	1	0	41	0	5	2	2	2	1	4	0
Glyma.05G028800	440	6	51	16	46	28	14	87	5	380	6	31	7	38	16	2	77	5
Glyma.05G029200	1102	9	92	47	120	45	31	149	7	928	8	70	20	110	10	6	135	6
Glyma.05G029300	41	0	8	0	5	2	0	8	1	0	0	0	0	0	0	0	0	0
Glyma.05G029400	880	11	95	42	103	42	25	150	20	716	17	87	13	124	16	19	116	12
Glyma.05G029800	175	3	75	2	24	11	8	21	1	148	0	65	1	26	1	1	22	5
Glyma.05G030000	329	4	17	9	9	30	6	37	1	269	3	10	1	13	13	4	38	1
Glyma.05G030100	30	1	2	4	9	0	1	5	0	0	0	0	0	0	0	0	0	0
Glyma.05G030500	103	0	15	4	14	7	3	8	0	64	0	15	0	10	1	0	13	1
Glyma.05G030700	108	14	14	4	27	8	5	24	1	85	11	6	4	29	2	0	18	1
Glyma.05G031000	605	13	93	32	74	34	16	114	16	527	8	95	15	95	21	5	102	7
Glyma.05G031100	193	2	31	9	32	8	1	38	2	193	1	30	3	30	11	1	39	3
Glyma.05G031300	128	1	17	7	25	4	2	29	3	112	3	14	4	27	6	2	23	2
Glyma.05G031500	48	0	15	2	4	6	0	9	0	23	0	4	1	6	0	1	5	0
Glyma.05G031600	33	1	6	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0
Glyma.05G031700	48	0	3	3	7	4	1	9	1	37	0	4	2	9	2	0	6	0
Glyma.05G031800	84	2	19	2	12	6	4	18	0	73	3	12	4	9	3	2	21	0
Glyma.05G031900	418	8	58	20	55	31	13	72	8	319	1	55	4	63	20	2	57	1
Glyma.05G032200	708	7	63	35	76	78	24	187	3	557	13	68	9	41	36	11	172	4
Glyma.05G032300	66	1	12	1	10	0	1	15	1	48	0	8	2	8	2	1	5	0
Glyma.05G032400	93	1	19	4	32	2	2	11	0	65	1	16	3	18	3	1	18	0
Glyma.05G032500	55	4	7	2	10	3	2	7	0	32	0	2	1	5	0	0	8	0
Glyma.05G032600	33	1	3	1	2	1	0	6	22	35	2	2	2	1	1	0	8	22
Glyma.05G032700	164	2	24	9	24	11	7	29	1	137	3	20	0	21	5	0	26	3
Glyma.05G033000	106	0	12	10	47	15	4	46	2	90	0	3	5	39	9	5	35	7
Glyma.05G033200	117	0	16	3	15	5	6	29	0	90	1	12	3	28	1	3	18	2
Glyma.05G033400	74	0	16	9	16	2	3	19	3	73	0	18	0	15	2	0	6	2
Glyma.05G033500	378	6	53	19	44	17	8	63	2	303	2	38	13	55	8	2	47	6
Glyma.05G033700	24	0	0	0	9	1	1	11	0	0	0	0	0	0	0	0	0	0
Glyma.05G034500	1344	15	86	33	64	62	23	180	10	1045	12	35	9	64	21	12	186	5
Glyma.05G034600	225	2	19	8	34	14	7	30	7	196	2	17	6	29	7	3	22	2
Glyma.05G035000	362	4	34	10	70	18	17	62	8	266	4	21	7	66	6	9	47	7
Glyma.05G035100	427	4	65	19	63	24	12	55	5	400	5	52	12	56	13	4	56	8
Glyma.05G035300	55	0	11	1	7	4	3	11	0	54	0	5	1	7	2	0	5	0
Glyma.05G035600	179	3	27	11	19	11	4	29	2	151	5	13	3	18	11	4	37	1
Glyma.05G035700	45	2	8	3	10	1	0	13	1	41	3	9	0	11	2	1	1	3
Glyma.05G036600	198	2	19	6	18	11	5	25	0	191	5	12	4	20	5	0	33	5
Glyma.05G037000	83	3	20	13	12	7	1	11	0	69	2	11	5	16	2	1	11	0
Glyma.05G037400	187	1	18	7	23	11	4	23	3	173	5	18	2	22	5	2	25	2
Glyma.05G037500	352	4	39	20	36	22	11	50	2	229	5	22	2	28	11	1	38	4
Glyma.05G037700	64	1	4	1	7	1	1	7	0	60	1	3	0	4	1	0	11	0
Glyma.05G038000	208	3	28	13	23	7	5	40	1	166	2	23	9	22	1	4	29	0
Glyma.05G038100	34	0	5	3	7	3	5	5	0	0	0	0	0	0	0	0	0	0
Glyma.05G038300	46	2	3	1	2	20	4	35	0	67	2	1	0	7	15	3	39	0
Glyma.05G038600	24	0	4	1	5	0	4	10	0	0	0	0	0	0	0	0	0	0
Glyma.05G038800	256	2	51	16	38	17	6	34	0	222	2	47	8	44	9	5	33	0
Glyma.05G038900	78	1	15	4	13	2	6	17	2	53	0	10	3	10	0	0	14	1
Glyma.05G039400	567	6	56	19	69	28	14	81	10	471	5	55	11	78	15	4	81	4
Glyma.05G039500	106	1	22	11	24	7	5	41	0	87	2	15	4	24	7	4	44	4
Glyma.05G039800	44	0	2	1	0	4	1	34	2	39	0	2	0	1	0	2	30	0
Glyma.05G040000	83	1	26	5	20	3	3	16	1	92	1	19	2	17	3	0	9	0
Glyma.05G040100	96	1	14	6	60	6	4	8	0	94	2	9	2	47	2	1	11	0
Glyma.05G040200	273	2	35	11	22	10	11	36	3	217	3	31	6	32	6	4	33	2
Glyma.05G040600	72	2	11	4	5	3	2	19	1	33	0	5	3	9	3	0	11	0
Glyma.05G040900	159	2	34	4	23	12	2	23	1	126	0	26	4	13	4	0	13	0
Glyma.05G041000	588	5	60	26	50	70	23	113	4	461	5	44	13	61	44	11	93	7
Glyma.05G041300	27	0	1	0	3	3	1	9	2	0	0	0	0	0	0	0	0	0
Glyma.05G041600	256	5	36	8	33	16	8	55	7	274	3	18	8	41	11	3	33	1
Glyma.05G041800	137	2	13	7	18	4	0	31	3	99	1	4	3	21	3	0	17	3
Glyma.05G041900	54	0	6	1	3	6	1	9	2	29	0	3	1	2	0	0	4	0
Glyma.05G042200	294	1	8	4	7	7	5	22	2	252	1	4	2	5	3	0	13	1
Glyma.05G042400	64	1	16	2	9	2	1	11	0	71	0	13	3	7	0	5	8	0
Glyma.05G042700	1054	16	69	17	85	89	34	147	15	912	16	63	7	60	52	11	126	15
Glyma.05G042800	169	1	10	2	15	35	7	10	0	153	0	5	0	21	47	0	6	0
Glyma.05G043100	58	0	3	1	4	2	0	18	0	53	1	1	0	4	1	0	10	0
Glyma.05G043200	57	1	5	2	7	3	2	9	2	61	2	11	4	10	2	0	16	0
Glyma.05G043300	56	1	8	1	4	3	3	7	0	37	0	8	0	6	1	1	7	1
Glyma.05G043700	127	2	37	13	26	11	6	38	0	105	0	46	9	20	1	4	28	0
Glyma.05G043800	1083	5	44	34	120	32	14	114	5	857	16	30	13	95	13	2	107	5
Glyma.05G043900	241	6	15	10	27	7	2	26	0	219	2	5	3	19	2	2	21	0
Glyma.05G044000	54	2	5	6	4	1	6	19	0	57	2	2	1	5	1	3	11	0
Glyma.05G044200	702	7	81	34	78	40	15	140	9	621	10	67	12	62	11	2	102	11
Glyma.05G044300	264	3	33	8	31	19	12	33	1	201	0	27	7	26	4	1	28	1
Glyma.05G044500	62	0	3	2	9	0	0	12	2	68	0	2	0	6	3	3	10	2
Glyma.05G044800	51	1	14	4	11	3	0	9	0	59	0	8	1	9	5	2	9	0
Glyma.05G044900	109	0	12	5	19	7	0	21	2	88	1	10	3	15	0	1	19	1
Glyma.05G045000	97	0	19	7	20	6	3	14	4	85	2	13	1	18	2	0	17	3
Glyma.05G045200	43	1	18	3	14	2	1	5	0	55	2	5	2	15	1	0	7	0
Glyma.05G045500	22	0	4	1	3	3	1	10	0	26	0	5	1	4	0	0	2	2
Glyma.05G045700	958	14	70	13	65	27	25	96	6	871	4	47	8	63	19	10	91	5
Glyma.05G045900	164	1	26	3	36	16	5	60	0	160	3	24	4	35	3	2	39	1
Glyma.05G046000	6837	66	479	208	508	400	207	1295	64	5687	75	290	74	523	204	98	1116	58
Glyma.05G046100	66	1	8	4	9	6	3	4	3	58	0	7	1	8	0	0	8	2
Glyma.05G046300	90	1	18	9	19	5	2	7	1	59	0	13	3	13	1	0	10	0
Glyma.05G046400	615	5	123	34	70	37	18	74	3	527	3	116	26	80	7	9	80	7
Glyma.05G046700	40	0	2	4	7	0	0	8	1	31	0	13	2	4	1	0	6	0
Glyma.05G046900	58	0	5	3	9	3	2	15	1	48	0	2	3	11	0	1	11	1
Glyma.05G047300	142	3	11	7	10	8	1	29	1	138	6	9	2	15	4	2	29	5
Glyma.05G047400	326	5	52	22	39	13	7	54	4	303	9	27	14	40	6	5	50	6
Glyma.05G047500	41	3	9	2	7	3	1	12	0	34	0	7	1	5	0	0	9	0
Glyma.05G047700	380	12	54	25	56	18	14	92	1	322	4	48	10	52	5	2	70	4
Glyma.05G047800	106	0	5	5	14	11	4	22	3	98	2	12	1	12	6	0	13	1
Glyma.05G047900	80	0	14	3	9	3	1	8	1	58	1	12	1	5	3	2	8	0
Glyma.05G048200	188	1	26	15	14	13	2	25	6	162	5	12	5	19	7	0	21	4
Glyma.05G048800	195	0	12	4	10	9	2	22	3	125	4	17	5	15	9	1	25	0
Glyma.05G048900	73	0	6	2	6	7	4	13	0	58	1	4	0	10	2	0	10	1
Glyma.05G049100	125	3	25	6	21	13	5	28	0	107	3	13	7	28	4	2	15	6
Glyma.05G049200	154	1	13	10	14	13	6	25	4	158	3	14	2	19	2	1	21	4
Glyma.05G049300	86	1	75	143	12	3	1	20	1	97	1	62	109	9	2	3	14	2
Glyma.05G049400	88	1	11	8	17	5	3	18	1	57	0	5	5	13	0	1	15	1
Glyma.05G049500	115	1	11	6	13	7	1	19	0	121	0	6	6	9	2	0	21	1
Glyma.05G049600	94	0	7	1	13	7	7	27	0	80	0	4	3	13	1	1	19	1
Glyma.05G050700	485	3	70	24	61	19	16	91	6	402	5	72	10	60	14	16	68	8
Glyma.05G050800	432	8	50	18	45	28	5	93	6	334	1	41	7	39	13	7	53	3
Glyma.05G051600	320	1	71	21	37	27	15	61	6	288	1	53	13	46	8	1	43	1
Glyma.05G051800	487	4	73	17	58	34	15	85	8	359	4	75	10	53	11	5	58	6
Glyma.05G052300	315	2	49	12	36	20	13	29	2	285	2	43	4	30	9	5	36	4
Glyma.05G052400	279	4	51	13	32	24	13	38	4	214	1	33	8	34	8	1	31	1
Glyma.05G052500	104	0	12	2	6	3	1	11	2	89	0	8	1	8	2	1	15	2
Glyma.05G052600	356	4	61	14	42	28	7	54	6	257	9	38	9	29	12	3	30	2
Glyma.05G052800	1077	8	47	15	47	37	16	79	5	845	5	19	9	50	15	7	54	5
Glyma.05G052900	170	3	28	11	28	6	2	31	1	132	3	26	4	26	5	0	28	2
Glyma.05G053000	207	3	24	6	15	10	9	45	3	174	3	18	2	14	10	2	31	0
Glyma.05G053100	510	11	87	23	61	24	16	101	8	461	4	53	19	63	19	5	72	14
Glyma.05G053200	35	0	4	2	11	1	2	4	0	35	0	4	5	8	0	1	8	0
Glyma.05G053300	219	0	34	10	115	13	4	38	1	163	1	47	4	88	6	0	38	0
Glyma.05G053500	68	2	9	2	10	2	1	15	0	61	1	8	2	9	2	0	10	0
Glyma.05G053600	54	1	7	2	9	2	3	3	0	35	1	7	0	5	2	0	7	0
Glyma.05G053800	168	7	19	10	25	7	6	36	2	173	1	4	3	19	5	4	55	1
Glyma.05G053900	166	1	33	6	20	8	3	24	15	137	1	43	0	19	4	2	20	9
Glyma.05G054500	393	7	38	20	43	20	10	47	6	313	3	21	3	35	7	2	39	7
Glyma.05G054600	134	1	23	9	18	5	2	16	3	96	1	32	4	16	2	0	11	2
Glyma.05G054700	86	0	13	1	8	8	3	14	0	80	1	9	3	15	1	1	19	3
Glyma.05G054900	42	0	16	4	4	2	1	2	0	32	0	9	1	5	2	0	2	1
Glyma.05G055000	362	5	26	16	59	19	6	52	3	273	12	16	10	35	4	7	42	4
Glyma.05G055100	84	2	4	5	9	6	1	13	3	99	3	5	0	17	6	0	9	0
Glyma.05G055500	55	0	11	1	4	6	0	6	0	44	0	6	0	7	2	0	7	2
Glyma.05G055600	77	1	30	5	21	8	3	18	2	82	0	24	2	16	1	0	8	2
Glyma.05G056100	377	11	72	64	44	16	8	59	1	303	2	60	38	49	10	2	31	2
Glyma.05G056200	37	0	5	1	6	4	2	4	0	41	0	6	1	4	1	1	7	1
Glyma.05G056300	135	1	8	2	4	17	4	14	1	140	1	7	1	8	2	0	17	5
Glyma.05G056400	49	4	7	5	8	2	0	4	1	28	2	5	2	9	0	0	6	0
Glyma.05G056600	57	3	13	1	28	2	2	5	1	56	0	12	7	22	1	2	6	0
Glyma.05G056700	39	1	3	2	8	3	2	5	0	29	1	6	2	4	1	0	8	1
Glyma.05G056800	49	1	6	3	11	3	0	7	0	58	0	3	1	19	1	0	8	3
Glyma.05G058000	135	0	10	7	19	11	4	24	0	98	0	9	3	12	4	2	20	1
Glyma.05G058100	5093	52	476	138	826	349	138	810	38	4191	58	355	79	791	236	33	730	31
Glyma.05G058200	60	1	15	1	8	2	2	8	0	36	0	2	0	7	0	0	6	1
Glyma.05G058300	138	0	10	2	7	3	1	17	3	114	0	5	2	4	1	0	12	2
Glyma.05G058400	78	0	4	4	2	3	0	11	1	70	4	2	0	7	1	0	11	0
Glyma.05G058500	270	8	43	13	25	15	8	36	2	212	3	27	1	18	7	4	43	1
Glyma.05G058700	250	5	25	5	33	23	6	34	6	204	3	20	6	27	8	3	32	3
Glyma.05G059000	90	1	26	9	13	5	1	14	1	87	3	11	2	14	4	1	11	1
Glyma.05G059100	31	0	3	1	3	1	1	4	1	0	0	0	0	0	0	0	0	0
Glyma.05G059200	246	3	34	12	30	12	6	35	3	181	1	27	5	30	4	1	35	2
Glyma.05G059300	386	3	36	13	65	23	4	60	4	338	1	24	10	53	8	2	39	2
Glyma.05G059400	70	2	6	4	5	7	2	7	2	53	0	10	0	7	4	0	12	0
Glyma.05G059500	170	3	21	7	18	9	7	34	5	151	3	17	5	27	1	4	22	1
Glyma.05G059600	240	0	54	17	30	13	10	24	1	182	3	27	2	29	6	0	26	2
Glyma.05G060100	103	1	26	6	19	10	4	13	1	86	0	16	4	16	4	0	18	0
Glyma.05G060200	85	3	16	5	12	7	2	16	0	49	0	5	4	14	6	0	15	0
Glyma.05G060300	1167	16	140	55	163	70	37	182	8	986	12	116	23	160	38	9	182	13
Glyma.05G060500	46	2	11	1	7	2	2	6	0	31	1	2	0	6	0	0	8	2
Glyma.05G060900	57	0	5	1	7	6	2	6	2	57	1	8	1	5	2	1	6	0
Glyma.05G061000	112	2	19	3	9	10	2	20	1	93	2	12	3	12	5	6	18	1
Glyma.05G061200	41	0	6	1	12	2	1	9	1	48	1	7	0	6	1	2	5	0
Glyma.05G061300	40	0	3	1	5	1	2	1	0	0	0	0	0	0	0	0	0	0
Glyma.05G061400	317	5	48	15	24	24	9	36	2	229	2	40	4	32	8	0	26	2
Glyma.05G061500	515	6	22	14	47	41	19	72	3	403	5	20	6	40	22	6	59	6
Glyma.05G061700	185	1	25	9	33	6	2	34	1	166	3	12	4	20	2	2	38	1
Glyma.05G062000	39	0	13	3	10	5	1	9	0	45	1	13	0	10	0	0	6	0
Glyma.05G062200	240	6	36	12	33	23	9	27	1	208	5	22	6	21	7	6	25	4
Glyma.05G062300	200	1	18	2	17	14	10	33	7	155	1	14	6	19	4	5	46	4
Glyma.05G062400	159	1	13	13	22	7	3	22	0	126	3	7	1	23	1	2	28	2
Glyma.05G062500	68	2	9	3	9	2	3	14	2	74	1	10	3	7	1	3	14	1
Glyma.05G062700	34	1	7	3	1	2	0	6	0	0	0	0	0	0	0	0	0	0
Glyma.05G062900	637	11	65	17	49	47	14	89	9	554	10	41	8	42	19	6	92	6
Glyma.05G063000	80	0	16	6	9	4	4	7	2	50	2	3	0	7	3	0	9	0
Glyma.05G063100	34	0	3	0	3	2	0	9	0	31	1	1	0	9	1	0	3	0
Glyma.05G063500	122	3	9	6	16	3	4	13	0	99	0	5	1	15	3	2	14	0
Glyma.05G063600	211	3	24	5	38	18	9	66	1	187	5	14	3	29	3	2	59	5
Glyma.05G063800	88	3	13	4	23	6	3	20	0	91	1	24	2	15	4	1	18	0
Glyma.05G063900	66	0	14	2	8	2	2	14	0	48	0	16	3	10	3	1	6	0
Glyma.05G064050	39	0	11	1	7	2	0	6	0	31	1	4	0	7	3	0	5	0
Glyma.05G064100	335	6	42	5	32	20	14	51	8	276	4	39	9	25	13	2	59	5
Glyma.05G064200	34	0	1	3	1	9	1	7	1	0	0	0	0	0	0	0	0	0
Glyma.05G064300	456	9	48	18	33	37	19	73	5	386	3	38	5	28	21	3	54	6
Glyma.05G064700	380	5	62	11	31	14	9	74	3	328	3	47	4	26	12	3	48	1
Glyma.05G064800	122	3	62	9	15	8	4	24	1	119	5	53	0	22	1	1	20	3
Glyma.05G065900	55	0	11	1	16	7	0	16	0	48	1	12	1	16	0	0	13	0
Glyma.05G066500	165	3	23	6	43	4	6	27	1	143	2	15	5	42	3	0	27	1
Glyma.05G066700	52	0	4	1	8	12	1	13	0	46	0	3	0	7	7	3	9	2
Glyma.05G066800	259	9	32	13	33	32	7	50	2	235	6	17	10	26	26	3	41	3
Glyma.05G067000	121	2	26	3	15	4	4	15	3	110	0	21	2	17	1	1	17	1
Glyma.05G067100	47	0	3	3	2	1	0	5	3	46	1	8	0	2	3	1	8	1
Glyma.05G067200	42	1	7	2	9	5	0	10	0	35	1	3	2	9	1	1	6	0
