RNA_rt3:Cortex	RNA_rt3:Endodermis	RNA_rt3:Epidermis	RNA_rt3:Pericycle	RNA_rt3:Phloem	RNA_rt3:Procambium	RNA_rt3:Root_hair	RNA_rt3:Xylem	RNA_rt4:Cortex	RNA_rt4:Endodermis	RNA_rt4:Epidermis	RNA_rt4:Pericycle	RNA_rt4:Phloem	RNA_rt4:Procambium	RNA_rt4:Root_hair	RNA_rt4:Xylem
Glyma.13G367100	44	10	41	2	6	19	4	2	96	23	69	13	7	43	12	2
Glyma.13G367200	44	2	60	8	1	10	4	0	108	7	82	6	1	21	9	0
Glyma.13G367300	72	14	54	11	7	25	5	2	135	15	73	15	6	54	15	4
Glyma.13G367400	79	13	64	13	3	35	3	3	128	29	97	20	11	76	12	4
Glyma.13G367500	24	0	51	1	0	6	1	1	38	6	51	2	6	13	5	0
Glyma.13G367700	73	8	97	6	0	18	13	1	192	31	142	8	8	43	30	0
Glyma.13G367900	19	2	11	0	2	7	0	0	26	7	15	4	2	15	2	3
Glyma.13G368200	17	1	13	2	1	12	1	0	14	3	26	8	2	13	3	4
Glyma.13G369000	19	17	17	2	1	10	1	0	51	42	40	13	3	35	8	1
Glyma.13G369700	30	0	15	3	6	9	3	11	47	12	25	2	11	18	17	17
Glyma.13G369800	37	10	28	5	4	26	0	3	74	17	43	11	13	57	6	7
Glyma.13G370000	70	5	51	8	8	8	1	0	166	11	103	8	20	32	7	1
Glyma.13G370100	93	8	35	9	3	19	2	1	161	19	60	25	4	54	20	4
Glyma.13G370300	19	9	12	97	1	66	2	0	74	16	30	168	9	109	2	0
Glyma.13G370500	29	3	25	2	0	9	4	0	42	6	37	8	3	19	4	1
Glyma.13G370900	37	7	38	2	3	8	3	0	73	14	40	6	3	23	7	1
Glyma.13G371000	20	2	19	6	0	10	3	1	47	5	28	6	3	6	4	0
Glyma.13G371800	19	6	6	1	0	2	1	2	37	7	21	0	11	9	1	0
Glyma.13G371900	27	8	24	3	0	11	4	0	70	5	55	4	4	11	2	1
Glyma.13G372100	79	17	101	24	3	27	10	1	151	34	194	29	3	78	16	3
Glyma.13G372600	47	5	36	4	0	9	2	0	59	14	43	4	1	20	4	2
Glyma.13G372700	39	9	65	4	0	15	3	2	99	16	100	8	4	38	4	4
Glyma.U007102	288	41	233	28	8	175	55	10	971	241	656	98	57	603	200	50
Glyma.14G000300	57	8	56	3	0	32	2	1	94	26	109	14	2	47	7	4
Glyma.14G000400	42	9	58	2	0	10	0	1	108	19	73	18	1	33	7	1
Glyma.14G000500	66	8	55	8	1	13	1	0	118	24	91	13	2	55	7	2
Glyma.14G000600	45	4	28	7	2	17	4	0	62	14	43	14	6	27	9	4
Glyma.14G000800	179	29	156	26	6	55	20	2	381	66	278	41	17	137	47	21
Glyma.14G000900	44	8	19	0	1	5	1	0	96	22	17	9	3	19	6	1
Glyma.14G001000	13	3	14	2	3	2	1	2	28	4	20	6	3	7	6	3
Glyma.14G001100	14	3	22	1	1	6	0	0	29	6	16	2	0	8	0	0
Glyma.14G001200	185	26	168	19	2	57	16	0	337	65	266	15	11	76	19	13
Glyma.14G001300	75	12	109	6	5	15	7	1	201	20	173	10	16	62	27	12
Glyma.14G001400	12	0	25	2	1	4	4	0	19	3	34	4	2	9	6	0
Glyma.14G001500	264	57	224	24	5	111	15	1	531	140	401	77	7	243	28	11
Glyma.14G001800	21	4	6	1	1	3	2	0	28	2	21	1	1	9	0	1
Glyma.14G002000	20	1	20	0	0	7	0	0	42	12	23	2	0	13	5	1
Glyma.14G002300	64	12	70	10	1	15	3	1	146	27	103	16	1	75	9	4
Glyma.14G002400	52	9	37	3	2	11	2	0	92	18	66	13	7	39	11	0
Glyma.14G002700	10	1	18	4	1	7	4	0	38	10	43	10	2	17	6	0
Glyma.14G002800	53	10	47	3	3	3	10	6	90	8	70	2	11	13	19	7
Glyma.14G002900	59	6	52	8	2	23	8	3	127	19	83	14	4	48	4	0
Glyma.14G003200	20	2	13	0	1	1	1	3	39	3	17	2	3	6	2	1
Glyma.14G003800	48	12	26	2	21	24	40	1	81	30	54	18	29	81	57	12
Glyma.14G004200	36	1	0	1	2	12	6	2	64	11	11	1	3	21	1	2
Glyma.14G004300	28	1	79	0	1	5	57	3	80	12	138	0	5	21	89	7
Glyma.14G004600	30	20	31	6	1	9	2	2	86	38	55	9	5	46	8	5
Glyma.14G004700	35	6	22	1	5	8	4	2	66	16	60	6	5	28	9	0
Glyma.14G004900	37	5	49	5	0	12	17	4	119	10	84	7	10	39	37	3
Glyma.14G005200	23	7	41	0	0	5	3	1	50	12	42	0	0	13	5	0
Glyma.14G005700	284	40	276	36	16	156	23	0	648	110	529	69	49	407	37	18
Glyma.14G005800	36	5	17	2	1	7	4	3	67	10	51	3	1	27	7	2
Glyma.14G005900	31	3	25	0	0	5	2	1	70	14	50	6	2	28	7	4
Glyma.14G006400	59	8	29	6	4	9	8	3	85	17	63	12	2	33	7	2
Glyma.14G006700	16	6	13	2	0	1	3	1	23	4	19	0	5	10	3	0
Glyma.14G006800	53	8	54	5	2	14	5	2	117	15	74	17	6	43	10	2
Glyma.14G006900	90	9	54	22	3	29	4	0	125	22	105	32	11	89	11	3
Glyma.14G007100	65	16	44	10	1	31	0	0	125	19	50	17	9	80	2	0
Glyma.14G007300	247	26	285	21	7	52	25	3	395	82	403	34	25	150	32	8
Glyma.14G007700	20	6	25	2	1	19	4	2	60	11	34	8	0	43	12	0
Glyma.14G008000	153	7	59	2	0	6	3	1	239	11	94	10	6	11	3	1
Glyma.14G008100	22	1	19	4	1	1	5	1	45	5	41	2	1	11	8	1
Glyma.14G008200	25	5	16	3	0	9	1	0	46	13	22	3	2	14	2	1
Glyma.14G008300	92	7	71	2	7	9	8	3	164	23	127	9	10	46	17	9
Glyma.14G008700	174	13	199	21	7	54	13	1	346	49	323	45	6	117	13	11
Glyma.14G008900	28	8	42	2	2	9	2	0	55	10	68	12	2	23	9	2
Glyma.14G009100	38	14	24	4	1	17	3	0	81	14	73	10	3	24	0	3
Glyma.14G009300	32	3	20	1	1	5	0	1	51	4	25	3	5	20	2	2
Glyma.14G009600	80	12	69	7	3	17	10	2	132	28	129	19	7	64	4	4
Glyma.14G009700	12	4	19	9	2	10	3	1	53	13	29	11	2	32	6	6
Glyma.14G010100	29	3	26	0	0	0	2	0	62	5	38	1	1	4	5	0
Glyma.14G010200	52	9	37	5	1	7	2	0	104	22	63	11	9	54	2	1
Glyma.14G010500	139	4	49	3	1	10	3	0	265	9	128	10	1	27	8	1
Glyma.14G010600	31	2	28	0	0	6	9	0	43	7	61	1	2	22	9	2
Glyma.14G011000	18	6	10	7	3	10	1	0	45	15	18	8	3	36	2	2
Glyma.14G011600	35	2	38	3	2	10	12	9	124	18	84	11	10	37	31	13
Glyma.14G011800	40	2	35	1	0	1	5	0	73	9	63	3	1	10	8	1
Glyma.14G011900	17	1	22	2	0	7	4	1	38	1	33	1	1	6	2	0
Glyma.14G012200	31	7	20	4	0	8	1	1	57	4	42	7	1	27	3	2
Glyma.14G012300	43	4	38	1	2	6	6	0	65	8	64	3	6	13	13	4
Glyma.14G014000	34	7	34	1	2	5	3	0	60	9	45	7	1	23	3	5
Glyma.14G014800	78	5	62	7	11	18	11	10	132	30	73	11	14	62	36	19
Glyma.14G015600	68	15	59	11	4	20	2	0	138	35	90	8	9	64	10	1
Glyma.14G016000	58	3	93	3	1	5	11	0	146	13	189	3	3	17	21	0
Glyma.14G016200	31	2	19	2	1	13	3	0	71	11	40	4	1	37	2	2
Glyma.14G016300	713	138	397	103	47	259	57	9	1213	286	580	181	118	634	114	42
Glyma.14G016600	96	19	69	12	3	21	9	3	192	45	108	27	15	85	20	13
Glyma.14G016700	28	2	17	7	5	11	0	1	65	2	22	16	7	18	4	3
Glyma.14G017000	22	2	15	0	5	16	20	2	32	7	19	4	9	41	23	0
Glyma.14G017100	118	19	82	6	3	35	16	2	210	26	127	13	7	84	22	6
Glyma.14G017400	31	1	3	3	0	0	7	1	59	7	14	5	1	16	8	0
Glyma.14G017500	30	5	20	2	2	9	8	2	53	9	31	3	4	13	14	4
Glyma.14G017700	157	9	37	4	11	8	6	5	234	22	94	13	45	40	22	6
Glyma.14G017800	72	7	27	8	2	7	0	3	87	18	62	9	6	28	8	2
Glyma.14G017900	45	6	39	1	2	6	3	1	97	12	49	3	5	15	8	3
Glyma.14G018200	74	13	45	7	5	20	9	1	148	33	92	12	4	62	21	0
Glyma.14G020000	24	11	9	1	3	17	21	1	66	23	10	3	4	47	23	2
Glyma.14G020100	153	20	63	27	16	56	49	6	282	80	131	42	23	137	58	17
Glyma.14G020200	12	1	18	2	1	6	1	0	54	11	21	8	1	35	3	3
Glyma.14G021200	139	30	102	17	1	48	5	0	263	66	163	42	11	112	16	5
Glyma.14G021300	111	14	79	7	6	35	8	0	213	36	131	24	8	71	12	2
Glyma.14G021600	16	2	12	2	0	7	1	0	32	3	18	3	1	16	1	2
Glyma.14G021800	128	3	101	10	9	26	51	4	297	32	209	37	21	86	85	16
Glyma.14G022100	71	4	53	2	2	14	13	0	115	19	93	13	7	46	21	6
Glyma.14G022300	63	9	51	16	4	23	2	2	137	26	106	15	4	66	15	5
Glyma.14G022500	82	6	36	7	4	19	1	0	116	9	70	34	2	52	4	2
Glyma.14G022900	15	1	18	8	0	6	2	0	41	6	24	9	2	14	8	0
Glyma.14G023100	45	2	24	7	1	22	2	3	82	12	50	11	1	48	4	0
Glyma.14G023500	58	10	49	8	2	16	6	0	150	24	81	19	11	43	20	0
Glyma.14G023700	14	2	6	0	2	7	4	0	32	6	21	3	3	25	7	2
Glyma.14G023900	63	14	41	5	2	16	6	1	125	24	87	7	4	33	8	2
Glyma.14G024300	28	3	21	2	0	6	2	0	50	21	30	4	2	14	2	1
Glyma.14G024400	102	11	63	14	4	38	1	0	183	26	115	18	8	58	19	2
Glyma.14G024600	46	9	35	3	0	22	1	1	82	16	59	8	5	57	9	6
Glyma.14G024700	22	3	25	0	1	6	0	1	53	7	44	3	5	9	10	4
Glyma.14G024900	138	12	132	7	2	11	54	12	311	36	216	9	15	44	93	28
Glyma.14G025100	40	4	35	4	0	4	2	3	68	6	49	3	3	15	10	0
Glyma.14G025300	19	3	14	3	0	11	1	1	39	3	16	5	0	18	1	1
Glyma.14G025700	15	3	18	4	0	2	3	0	67	8	47	8	2	7	16	0
Glyma.14G026000	21	3	25	2	0	5	1	1	30	4	22	3	3	11	2	0
Glyma.14G026200	32	1	10	0	0	1	0	0	60	6	18	3	0	13	0	0
Glyma.14G026300	162	27	54	17	6	37	10	0	328	47	89	43	3	91	16	3
Glyma.14G026400	19	2	10	1	1	3	6	1	60	1	38	2	5	16	3	1
Glyma.14G026700	18	1	25	1	0	8	7	0	34	9	72	6	3	20	7	0
Glyma.14G026800	23	2	10	1	1	14	0	0	30	8	10	4	1	21	2	0
Glyma.14G026900	138	19	86	13	2	47	7	2	257	61	134	40	3	131	16	9
Glyma.14G027900	106	20	64	13	5	48	3	2	171	45	75	19	9	101	11	9
Glyma.14G028100	32	7	19	1	0	10	2	0	49	14	31	5	3	19	7	1
Glyma.14G028900	33	0	10	0	0	0	0	1	48	4	14	2	0	4	0	0
Glyma.14G030000	47	0	40	4	1	17	8	1	97	17	69	7	3	30	16	1
Glyma.14G030100	26	2	19	2	0	3	2	0	39	5	24	4	2	9	3	3
Glyma.14G030400	70	8	41	6	5	13	6	0	201	22	99	3	8	35	9	2
Glyma.14G030600	80	9	61	7	1	16	11	0	128	23	126	23	3	38	16	5
Glyma.14G031000	119	24	40	51	14	48	2	0	184	51	74	83	45	76	8	4
Glyma.14G031400	21	2	18	6	2	10	6	2	40	12	31	3	5	21	4	1
Glyma.14G031600	25	2	17	3	0	5	3	0	57	16	30	4	0	26	5	1
Glyma.14G031700	33	6	23	3	3	7	3	0	87	7	59	5	9	22	10	5
Glyma.14G031900	16	5	7	3	3	3	1	1	28	10	11	3	2	12	5	0
Glyma.14G032100	13	1	11	1	1	8	2	0	37	8	23	4	0	16	3	0
Glyma.14G032300	80	18	45	17	3	34	1	1	138	55	86	28	17	88	6	6
Glyma.14G032500	68	7	44	9	1	30	0	3	106	27	74	6	3	71	8	8
Glyma.14G032700	23	7	20	3	1	10	1	1	72	8	25	13	4	25	5	3
Glyma.14G033200	45	18	38	13	3	10	2	0	94	16	54	11	1	44	3	2
Glyma.14G033300	20	3	25	1	2	12	4	0	33	10	40	5	0	29	2	1
Glyma.14G033400	34	3	26	5	0	10	3	0	54	11	39	4	1	15	5	4
Glyma.14G033600	369	61	294	38	5	128	51	3	744	139	490	80	36	334	57	25
Glyma.14G033700	115	15	51	13	1	36	4	0	185	31	90	20	14	62	19	6
Glyma.14G033900	73	7	79	2	5	7	23	1	116	12	99	5	3	30	31	4
Glyma.14G034100	16	1	45	0	0	1	8	0	28	2	58	0	0	5	20	1
Glyma.14G034200	19	2	9	2	0	11	0	0	40	8	18	4	1	13	2	0
Glyma.14G034300	37	4	48	3	0	8	6	2	91	20	71	1	5	26	6	2
Glyma.14G034800	62	9	16	2	3	17	3	0	136	27	41	17	9	80	3	10
Glyma.14G035300	14	4	17	0	0	6	0	0	26	3	13	1	0	14	2	2
Glyma.14G035400	55	25	44	12	4	38	4	4	103	49	59	15	3	80	12	7
Glyma.14G035500	56	6	53	2	2	7	7	1	104	8	83	5	4	19	9	2
Glyma.14G035900	19	2	11	2	0	0	2	2	23	1	15	2	6	9	6	1
Glyma.14G036000	60	9	56	2	2	15	5	0	135	14	77	6	1	39	9	1
Glyma.14G036100	39	5	35	8	2	14	5	0	90	14	59	8	0	45	4	1
Glyma.14G036300	27	3	12	1	0	5	1	0	37	8	26	6	1	12	4	0
Glyma.14G036700	37	2	30	5	1	10	7	3	66	10	31	2	5	18	8	4
Glyma.14G036800	116	27	125	15	1	31	16	1	255	58	187	17	2	111	43	1
Glyma.14G037200	60	6	31	4	1	16	4	2	137	15	48	20	2	37	11	1
Glyma.14G037300	33	3	17	1	3	15	11	5	71	18	31	1	6	33	19	8
Glyma.14G038000	32	6	24	4	0	9	2	0	58	4	41	2	1	11	6	0
Glyma.14G038200	21	4	36	1	0	5	43	0	47	9	77	1	2	9	87	0
Glyma.14G038400	26	2	212	0	0	3	14	0	83	6	380	3	2	14	21	5
Glyma.14G038900	16	3	14	0	2	2	2	0	19	3	25	4	2	9	3	0
Glyma.14G039000	71	16	80	9	0	16	8	1	151	18	115	22	3	40	5	3
Glyma.14G039100	44	4	15	2	6	6	3	3	110	15	45	6	12	18	5	13
Glyma.14G039400	32	1	15	1	0	5	1	0	42	0	20	3	2	4	6	4
Glyma.14G039900	125	15	71	11	3	43	10	0	207	42	148	20	2	91	19	6
Glyma.14G040200	310	35	144	17	3	38	12	0	510	60	275	41	7	138	38	13
Glyma.14G040400	14	3	18	3	1	1	0	0	40	3	34	1	5	10	2	0
Glyma.14G040600	108	10	61	2	7	8	26	5	212	13	134	10	20	61	47	32
Glyma.14G040700	60	3	24	3	3	19	3	0	95	11	61	4	7	33	8	3
Glyma.14G040800	227	43	172	30	3	62	18	2	487	83	313	44	7	218	43	6
Glyma.14G040900	51	12	44	9	0	22	4	0	131	20	57	7	6	46	7	3
Glyma.14G041200	60	16	46	1	1	14	9	6	107	37	78	10	7	47	13	6
Glyma.14G041500	68	5	37	3	2	13	2	3	150	15	90	15	9	25	4	6
Glyma.14G041700	106	15	48	14	4	15	46	6	130	38	63	16	12	38	78	9
Glyma.14G041800	25	6	8	5	1	16	5	1	53	14	24	12	5	54	9	2
Glyma.14G041900	18	2	17	0	3	3	7	1	28	5	29	2	2	11	7	4
Glyma.14G042000	63	3	67	0	1	1	2	0	114	4	112	3	1	15	16	5
Glyma.14G043400	42	4	23	6	0	10	1	2	77	17	29	10	7	47	14	7
Glyma.14G043500	22	12	15	4	1	9	2	2	31	29	29	4	0	18	6	3
Glyma.14G043900	13	5	25	1	1	5	2	0	43	9	26	6	1	15	2	3
Glyma.14G044500	175	26	182	24	7	81	19	2	352	80	265	51	13	167	55	14
Glyma.14G044700	36	1	41	2	0	8	1	0	69	14	67	4	3	28	7	1
Glyma.14G044800	15	4	12	3	1	12	0	0	27	7	20	4	1	20	0	0
Glyma.14G044900	77	15	61	11	4	29	8	0	170	39	93	14	5	93	17	3
Glyma.14G045100	51	12	48	1	1	6	8	1	84	10	55	5	2	25	9	0
Glyma.14G045500	15	3	13	3	0	2	2	0	34	9	39	7	4	8	3	3
Glyma.14G045600	58	10	33	7	0	26	1	3	99	23	62	15	4	67	7	2
Glyma.14G045900	32	5	17	13	1	6	6	2	90	12	26	15	5	46	25	7
Glyma.14G046400	21	1	39	1	0	2	4	1	41	2	35	1	2	9	15	4
Glyma.14G046900	66	10	57	6	4	15	5	1	103	23	68	13	0	37	11	6
Glyma.14G048700	22	4	11	3	0	1	1	2	42	4	26	0	5	4	11	2
Glyma.14G048800	81	5	64	3	1	13	9	5	175	21	140	12	7	54	31	7
Glyma.14G049600	40	1	64	3	0	2	4	0	70	1	136	6	3	17	13	0
Glyma.14G049700	65	13	48	6	4	18	5	0	130	18	105	12	3	42	14	1
Glyma.14G050000	48	20	32	6	1	13	9	0	90	38	62	15	5	46	11	7
Glyma.14G050100	39	3	28	1	3	6	2	3	68	5	51	3	11	11	7	9
Glyma.14G050200	75	16	57	4	3	16	2	0	152	36	76	18	4	67	9	2
Glyma.14G050700	44	4	39	4	1	7	6	0	101	20	71	15	5	33	6	2
Glyma.14G051200	45	11	23	9	0	4	3	1	111	20	58	14	7	28	12	4
Glyma.14G051400	39	1	35	7	2	6	2	0	67	11	52	6	4	21	4	3
Glyma.14G053200	135	16	90	13	9	22	15	11	229	27	117	16	23	51	41	17
Glyma.14G053300	53	5	49	4	2	23	4	0	101	22	65	12	5	47	9	3
Glyma.14G056000	17	4	16	1	0	4	2	2	59	8	26	1	4	17	3	2
Glyma.14G056500	54	4	39	7	0	11	3	3	94	13	61	16	1	54	6	3
Glyma.14G056800	90	43	40	22	21	69	19	2	231	99	68	35	18	174	34	8
Glyma.14G056900	80	7	39	2	8	23	23	16	180	22	93	11	21	72	21	25
Glyma.14G058300	364	65	339	42	8	90	55	1	748	118	564	83	22	281	89	21
Glyma.14G058400	54	9	36	5	0	19	2	1	93	22	71	16	1	45	6	8
Glyma.14G058900	49	8	47	4	1	12	9	3	87	19	90	11	3	36	10	5
Glyma.14G059000	180	29	140	14	5	40	20	3	304	48	262	27	9	118	33	5
Glyma.14G059200	88	16	32	8	6	28	17	1	150	35	66	13	22	36	12	6
Glyma.14G060000	114	21	92	7	6	31	7	5	219	37	154	24	18	57	31	13
Glyma.14G060200	91	6	53	7	21	20	19	5	179	23	80	10	36	39	33	12
Glyma.14G061100	162	26	92	11	16	31	36	31	318	52	192	17	31	110	92	78
Glyma.14G061200	148	37	69	23	9	50	7	0	212	78	105	30	14	129	14	5
Glyma.14G061300	21	3	14	0	1	3	2	0	31	10	26	5	4	12	2	1
Glyma.14G061400	78	4	104	10	2	8	11	1	137	26	203	9	3	41	27	2
Glyma.14G061500	738	82	488	64	78	119	26	32	1568	175	839	115	244	342	63	106
Glyma.14G061900	35	4	21	9	2	12	3	4	79	15	56	13	4	24	10	3
Glyma.14G062000	100	10	88	10	2	21	9	1	218	23	156	15	9	46	17	2
Glyma.14G062100	62	5	118	9	2	19	7	1	154	26	187	15	7	40	20	4
Glyma.14G062600	32	5	15	2	3	8	1	1	68	4	33	4	2	22	7	1
Glyma.14G062800	43	3	37	6	1	12	8	0	111	8	53	13	3	32	3	1
Glyma.14G062900	72	6	34	4	1	6	8	5	118	15	58	9	12	30	15	13
Glyma.14G063400	23	5	22	3	0	6	3	0	58	18	42	1	2	18	5	1
Glyma.14G063900	32	0	40	1	2	9	1	0	72	14	47	7	2	19	2	1
Glyma.14G064900	42	5	45	5	3	10	6	1	83	23	69	11	2	43	14	0
Glyma.14G065100	31	7	19	1	0	15	2	0	84	13	51	9	1	28	8	1
Glyma.14G065300	32	3	17	6	1	6	3	0	47	6	32	4	1	23	2	1
Glyma.14G065400	35	2	22	5	1	16	0	0	65	10	41	8	1	46	10	2
Glyma.14G065500	33	3	37	3	0	5	2	0	45	10	44	9	1	25	9	0
Glyma.14G065600	56	18	40	8	1	16	7	2	123	34	67	15	6	47	14	7
Glyma.14G065800	14	4	16	2	1	8	2	0	34	9	21	2	2	21	4	2
Glyma.14G065900	64	18	39	3	4	15	7	4	126	24	50	12	8	32	19	9
Glyma.14G066000	30	6	6	12	2	10	2	0	56	20	22	7	3	24	1	0
Glyma.14G066200	22	5	21	5	1	11	3	0	45	11	25	6	2	28	1	0
Glyma.14G066400	328	36	161	46	11	74	52	2	537	100	283	42	17	135	77	14
Glyma.14G066600	23	0	19	1	1	1	1	1	40	5	25	4	2	9	1	2
Glyma.14G067500	31	3	16	4	1	5	2	0	65	6	25	3	3	21	5	1
Glyma.14G068100	15	2	33	3	0	5	3	0	63	8	39	5	4	20	7	0
Glyma.14G068200	93	14	97	11	1	18	5	1	160	38	137	20	0	69	13	1
Glyma.14G068500	68	7	44	7	2	13	8	1	122	17	67	18	15	45	22	4
Glyma.14G068700	63	1	53	4	2	20	15	0	131	16	85	5	2	36	8	4
Glyma.14G068800	61	9	41	10	2	17	3	1	104	18	58	16	1	39	4	1
Glyma.14G069000	14	0	5	3	2	10	1	0	29	3	15	6	2	7	3	2
Glyma.14G069200	32	1	18	2	0	9	16	0	67	8	24	4	2	26	26	2
Glyma.14G069600	56	6	53	4	1	18	3	0	103	7	77	2	2	28	5	0
Glyma.14G069800	20	6	15	4	0	6	4	1	45	6	21	1	0	20	2	2
Glyma.14G070100	34	4	28	3	1	7	1	1	49	15	45	6	3	17	8	3
Glyma.14G070500	172	2	80	1	1	7	10	2	309	13	153	8	14	27	22	5
Glyma.14G070700	63	4	56	3	1	13	2	0	115	11	76	9	1	32	5	0
Glyma.14G070902	25	8	16	4	0	10	3	0	45	13	26	5	1	31	4	2
Glyma.14G071200	32	8	31	2	0	4	2	0	45	18	44	7	2	21	3	3
Glyma.14G071300	45	8	30	5	0	7	4	2	85	18	47	14	2	39	6	3
Glyma.14G071700	95	13	76	8	1	32	6	0	191	29	132	19	6	51	9	4
Glyma.14G071900	70	16	66	7	4	28	10	0	168	33	126	12	8	58	19	10
Glyma.14G072400	23	3	10	1	8	6	6	4	59	5	10	3	16	9	1	14
Glyma.14G073000	31	4	20	2	1	10	7	2	61	14	41	5	6	24	13	8
Glyma.14G073200	90	19	63	7	19	34	5	2	226	41	121	23	68	77	12	17
Glyma.14G073300	93	5	70	10	1	14	8	4	183	7	98	11	4	37	7	0
Glyma.14G074700	170	9	56	16	0	30	9	1	301	24	111	25	10	66	10	2
Glyma.14G074900	31	9	33	2	0	16	4	0	60	20	55	5	3	34	5	6
Glyma.14G075000	21	9	24	4	4	17	1	2	50	8	36	7	2	15	8	0
Glyma.14G075100	32	4	50	4	2	10	7	0	70	11	69	8	6	39	11	1
Glyma.14G075200	46	1	25	8	5	8	3	0	82	7	66	23	6	33	5	3
Glyma.14G075300	16	0	16	2	1	4	1	1	27	7	23	7	2	11	4	1
Glyma.14G075500	15	5	7	37	4	95	7	5	34	9	16	67	6	121	10	4
Glyma.14G075800	57	9	49	7	1	30	2	0	98	17	78	15	1	49	10	5
Glyma.14G075900	36	13	8	12	12	10	0	4	55	9	15	8	33	20	2	5
Glyma.14G076000	20	4	10	2	3	4	10	3	31	4	14	2	6	7	12	1
Glyma.14G076700	40	6	35	1	1	1	3	1	77	10	49	5	4	19	2	3
Glyma.14G076800	17	2	11	0	0	10	0	0	36	5	13	9	1	25	1	1
Glyma.14G076900	26	3	24	1	1	2	1	0	52	7	28	6	5	14	1	1
Glyma.14G077000	27	5	19	1	3	6	0	0	57	15	34	3	2	15	5	2
Glyma.14G077200	43	76	39	3	1	20	4	0	74	99	71	6	1	50	19	3
Glyma.14G077500	227	24	229	9	3	32	27	2	389	73	391	30	11	113	45	10
Glyma.14G077800	133	20	117	8	3	30	25	2	247	46	195	24	3	92	44	3
Glyma.14G078200	19	2	13	2	0	3	2	0	25	5	14	7	1	7	3	1
Glyma.14G078500	15	4	19	1	2	12	1	1	42	9	22	8	1	11	3	3
Glyma.14G078600	15	3	9	3	3	5	2	0	24	3	12	6	0	6	10	0
Glyma.14G078800	54	15	28	2	0	9	0	0	91	20	51	7	0	18	5	1
Glyma.14G079200	14	6	12	3	0	6	1	0	33	4	27	7	2	14	0	3
Glyma.14G079400	63	10	76	12	2	16	8	0	143	25	131	15	3	72	15	0
Glyma.14G079500	85	9	88	2	3	12	3	0	167	26	145	7	4	60	14	8
Glyma.14G079600	49	7	34	3	7	9	1	1	76	12	54	8	6	22	5	3
Glyma.14G079700	37	4	19	2	2	9	1	1	60	14	54	7	5	23	9	0
Glyma.14G079900	88	8	62	7	3	26	5	1	142	21	98	16	8	62	14	5
Glyma.14G080100	22	1	27	1	0	1	10	0	36	2	49	1	0	5	27	0
Glyma.14G080200	149	12	141	8	3	22	42	1	356	25	269	12	8	44	78	6
Glyma.14G080400	91	4	37	6	1	15	3	1	138	17	50	16	2	29	7	2
Glyma.14G080500	18	8	18	1	0	5	0	0	37	15	37	3	2	8	12	0
Glyma.14G080600	64	7	60	5	2	23	11	1	182	36	96	18	5	62	20	0
Glyma.14G080800	95	17	79	9	2	24	47	1	206	35	136	18	3	54	70	4
Glyma.14G081000	24	5	21	3	0	11	1	0	55	4	53	10	0	24	5	2
Glyma.14G081100	40	3	63	2	0	12	7	0	94	21	105	5	3	29	8	1
Glyma.14G081600	54	6	58	4	2	18	8	4	111	11	106	10	4	24	20	9
Glyma.14G081700	69	6	48	7	2	10	6	5	127	23	91	11	10	40	14	6
Glyma.14G082600	40	6	58	3	1	9	9	0	86	18	95	3	3	13	11	3
Glyma.14G082800	27	1	19	1	3	0	0	1	35	5	31	2	2	6	6	2
Glyma.14G083000	24	4	30	3	0	6	1	0	63	13	44	6	1	24	5	0
Glyma.14G083100	122	17	122	14	2	29	12	1	231	35	180	18	7	86	18	2
Glyma.14G083300	15	2	26	4	1	4	2	0	47	12	33	4	1	15	2	2
Glyma.14G083400	27	7	27	3	0	5	0	0	60	7	40	5	4	20	5	2
Glyma.14G083900	43	3	26	9	2	9	3	1	85	8	55	13	5	36	3	6
Glyma.14G084400	24	4	15	9	1	6	1	2	59	5	30	5	1	24	4	6
Glyma.14G084500	173	25	152	19	12	44	26	7	321	63	246	35	25	156	61	28
Glyma.14G084700	65	4	37	6	13	11	19	1	126	6	54	9	34	35	29	8
Glyma.14G085100	79	13	55	9	1	16	17	0	141	16	107	15	11	41	21	1
Glyma.14G085200	11	4	7	5	1	16	0	1	15	4	5	1	3	48	0	1
Glyma.14G085800	365	45	318	36	12	71	31	4	697	116	542	55	36	162	59	14
Glyma.14G085900	33	11	34	6	1	6	3	1	66	19	51	8	4	21	13	0
Glyma.14G086000	41	7	49	5	6	10	3	0	109	20	86	7	5	36	10	5
Glyma.14G086100	20	4	21	5	0	7	1	0	44	15	26	6	0	15	4	0
Glyma.14G086500	12	3	20	3	3	1	2	0	30	7	22	1	5	20	8	3
Glyma.14G087100	34	6	16	3	1	14	9	1	57	10	20	8	8	19	10	3
Glyma.14G087600	150	21	61	7	4	38	11	1	324	46	114	16	6	90	25	8
Glyma.14G087700	55	12	47	6	1	24	6	1	149	33	94	27	0	47	8	5
Glyma.14G087900	15	4	11	0	0	14	1	0	42	6	28	3	1	27	1	0
Glyma.14G088300	48	10	21	28	26	32	24	4	100	29	47	51	43	56	17	13
Glyma.14G088600	37	7	54	6	3	8	5	1	74	15	79	10	1	35	11	2
Glyma.14G088700	19	2	12	1	3	3	2	0	44	8	33	1	6	22	6	4
Glyma.14G088800	19	3	9	1	0	5	3	0	17	12	20	4	0	11	3	2
